"Gender","Age","Education","Income","Income2","Occupation","State","Relationship.Status","Obligation","Obligation2","NEP","Vacation.Behaviour","rest and relax","luxury / be spoilt","do sports","excitement, a challenge","not exceed planned budget","realise creativity","fun and entertainment","good company","health and beauty","free-and-easy-going","entertainment facilities","not care about prices","life style of the local people","intense experience of nature","cosiness/familiar atmosphere","maintain unspoilt surroundings","everything organised","unspoilt nature/natural landscape","cultural offers","change of surroundings"
"Female",60,3,"Less than $30,000","<30k","home-duties","SA","married",4.36666666666667,"Q4",4.2,3.88888888888889,"yes","no","no","no","yes","no","no","yes","yes","yes","no","no","yes","yes","yes","yes","no","no","no","yes"
"Male",30,7,"$60,001 to $90,000","60-90k","professional","WA","married",3.83333333333333,"Q3",3.2,2.79310344827586,"yes","yes","yes","yes","yes","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","yes"
"Female",35,7,"$30,001 to $60,000","30-60k","sales","VIC","single",2.26666666666667,"Q1",3.26666666666667,2.34615384615385,"yes","no","no","yes","yes","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes"
"Male",39,7,"$30,001 to $60,000","30-60k","professional","WA","single",3.06666666666667,"Q1",4.06666666666667,2.41666666666667,"yes","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no"
"Male",36,8,"$90,001 to $120,000","90-120k","manager or administrator","WA","married",2,"Q1",2.46666666666667,1.6,"yes","no","no","no","yes","no","yes","yes","no","no","yes","no","yes","no","no","no","no","no","yes","yes"
"Male",25,7,"$60,001 to $90,000","60-90k","professional","NSW","married",3.9,"Q3",4.33333333333333,3.03333333333333,"yes","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Female",31,1,"Less than $30,000","<30k","home-duties","VIC","living with a partner",4.3,"Q4",3.4,3,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes"
"Male",35,8,"$60,001 to $90,000","60-90k","professional","QLD","married",3.76666666666667,"Q2",3.6,1.83333333333333,"yes","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Male",40,8,"$60,001 to $90,000","60-90k","professional","QLD","married",4.1,"Q3",3.93333333333333,2.86666666666667,"yes","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","yes"
"Male",58,1,"Less than $30,000","<30k","retired","QLD","married",4.96666666666667,"Q4",4.26666666666667,3.67857142857143,"yes","no","no","yes","yes","yes","yes","yes","yes","no","yes","no","no","no","yes","yes","yes","yes","no","yes"
"Female",65,3,"Less than $30,000","<30k","retired","NSW","married",2.56666666666667,"Q1",4.46666666666667,2,"yes","yes","no","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","yes"
"Male",59,4,"$210,001 to $240,000",">120k","manager or administrator","NSW","married",2.8,"Q1",2.6,2.22222222222222,"no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes"
"Female",41,3,"$60,001 to $90,000","60-90k","home-duties","QLD","married",3.53333333333333,"Q2",3.4,3,"yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes"
"Female",45,1,"$30,001 to $60,000","30-60k","home-duties","SA","separated or divorced",4.23333333333333,"Q4",4.06666666666667,3.5,"yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Female",49,1,"$60,001 to $90,000","60-90k","sales","WA","living with a partner",3.66666666666667,"Q2",3.46666666666667,NA,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no"
"Female",23,7,"$60,001 to $90,000","60-90k","professional","WA","living with a partner",2.8,"Q1",2.26666666666667,1.96666666666667,"yes","yes","no","yes","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","yes"
"Male",58,7,"$30,001 to $60,000","30-60k","small business owner","NSW","separated or divorced",3.46666666666667,"Q2",3.33333333333333,2.3,"yes","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","yes","yes","no","no"
"Female",61,1,"$30,001 to $60,000","30-60k","home-duties","QLD","married",4.03333333333333,"Q3",3.6,3.68965517241379,"yes","no","no","no","yes","yes","yes","yes","no","no","no","no","yes","yes","yes","yes","no","yes","no","yes"
"Female",40,4,"$90,001 to $120,000","90-120k","professional","VIC","living with a partner",4.1,"Q3",3.13333333333333,3.94736842105263,"yes","no","no","yes","yes","no","yes","no","no","yes","no","no","yes","yes","no","yes","no","yes","yes","yes"
"Female",33,2,"$30,001 to $60,000","30-60k","unemployed","NSW","married",5,"Q4",2.53333333333333,3.63333333333333,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"Male",59,1,"$30,001 to $60,000","30-60k","retired","QLD","married",3.1,"Q1",2.93333333333333,2.83333333333333,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no"
"Male",54,7,"$120,001 to $150,000",">120k","manager or administrator","VIC","married",4.3,"Q4",4.13333333333333,3.26086956521739,"yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes","yes","yes"
"Male",27,7,"$60,001 to $90,000","60-90k","manager or administrator","Tas","single",2.7,"Q1",2.26666666666667,3.26086956521739,"yes","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no"
"Male",41,8,"$90,001 to $120,000","90-120k","sales","VIC","married",3.13333333333333,"Q1",3.06666666666667,2.36666666666667,"yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no"
"Female",32,7,"$30,001 to $60,000","30-60k","home-duties","NSW","married",3.63333333333333,"Q2",4.06666666666667,2.68,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Female",41,8,"$30,001 to $60,000","30-60k","professional","VIC","single",4.16666666666667,"Q3",4.66666666666667,4.19047619047619,"yes","no","no","no","no","yes","no","no","yes","yes","no","yes","yes","yes","no","yes","no","yes","yes","no"
"Male",50,7,"$30,001 to $60,000","30-60k","Clerical or service worker","NSW","married",4.13333333333333,"Q3",3.53333333333333,2.875,"yes","no","no","no","no","yes","no","yes","no","yes","no","no","yes","no","no","no","no","yes","no","yes"
"Male",21,7,"$60,001 to $90,000","60-90k","sales","VIC","single",3.8,"Q2",3.8,2.27586206896552,"yes","yes","no","yes","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","yes","yes"
"Male",45,6,"$90,001 to $120,000","90-120k","transport worker","QLD","married",4.03333333333333,"Q3",3.66666666666667,2.69565217391304,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",71,1,"Less than $30,000","<30k","retired","Tas","living with a partner",3.8,"Q2",3,2.5,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",37,8,"$30,001 to $60,000","30-60k","professional","NSW","married",3.96666666666667,"Q3",3.86666666666667,4.19047619047619,"yes","no","yes","yes","no","no","yes","yes","no","yes","yes","no","no","no","yes","no","yes","no","no","no"
"Female",40,2,"$90,001 to $120,000","90-120k","Clerical or service worker","NSW","married",3.33333333333333,"Q1",3.86666666666667,2.21428571428571,"yes","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes"
"Female",46,4,"$60,001 to $90,000","60-90k","small business owner","NSW","married",3.26666666666667,"Q1",3.53333333333333,2.68421052631579,"yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","yes"
"Female",55,2,"$30,001 to $60,000","30-60k","Clerical or service worker","QLD","married",3.7,"Q2",4.2,4.07142857142857,"yes","yes","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","yes"
"Male",60,2,"Less than $30,000","<30k","retired","VIC","married",3.6,"Q2",4.13333333333333,3.3448275862069,"yes","no","no","yes","yes","yes","yes","yes","yes","no","yes","no","yes","yes","yes","yes","yes","yes","no","yes"
"Male",37,1,"$90,001 to $120,000","90-120k","professional","VIC",NA,2.43333333333333,"Q1",3.13333333333333,2.2,"yes","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no"
"Male",56,8,"$60,001 to $90,000","60-90k","Clerical or service worker","WA","married",4.03333333333333,"Q3",4.26666666666667,3.66666666666667,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","no","yes","no","yes","no","yes","no","yes"
"Female",56,6,"$90,001 to $120,000","90-120k","Clerical or service worker","QLD","married",4.4,"Q4",4.46666666666667,3.43333333333333,"yes","no","no","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Female",36,1,"$60,001 to $90,000","60-90k","Clerical or service worker","VIC","living with a partner",4.26666666666667,"Q4",4.06666666666667,3.85714285714286,"yes","no","yes","no","yes","no","yes","no","no","yes","no","no","yes","yes","no","yes","no","no","no","yes"
"Female",36,6,"Less than $30,000","<30k","professional","NSW","separated or divorced",3.63333333333333,"Q2",3.6,3.25,"yes","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",52,2,"$90,001 to $120,000","90-120k","small business owner","NSW","married",3.66666666666667,"Q2",3.33333333333333,1.93333333333333,"yes","no","no","yes","no","no","no","yes","yes","yes","no","yes","no","no","no","yes","no","no","no","no"
"Female",63,6,"$30,001 to $60,000","30-60k","sales","QLD","separated or divorced",4.23333333333333,"Q4",3.46666666666667,3.03846153846154,"yes","no","no","no","no","no","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no"
"Female",58,1,"Less than $30,000","<30k","Clerical or service worker","VIC","separated or divorced",4,"Q3",4.33333333333333,2.46666666666667,"yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Male",62,3,"$30,001 to $60,000","30-60k","transport worker","QLD","married",4.33333333333333,"Q4",4.86666666666667,3.48275862068966,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","no","yes","no","yes","yes","no"
"Female",59,2,"$30,001 to $60,000","30-60k","home-duties","NSW","separated or divorced",3.3,"Q1",4.26666666666667,NA,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",38,2,"Less than $30,000","<30k","home-duties","VIC","separated or divorced",4.4,"Q4",4.13333333333333,4.46666666666667,"yes","yes","no","yes","yes","yes","yes","yes","no","yes","no","no","yes","yes","yes","yes","yes","yes","no","yes"
"Female",42,1,"Less than $30,000","<30k","home-duties","QLD","married",4.13333333333333,"Q3",3.4,4.4,"yes","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no"
"Male",39,4,"$150,001 to $180,000",">120k","professional","NSW","single",4.96666666666667,"Q4",4.26666666666667,2.81818181818182,"yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","yes","yes","yes","no","yes","yes"
"Female",58,8,"$60,001 to $90,000","60-90k","manager or administrator","QLD","separated or divorced",4.3,"Q4",4.26666666666667,2.58620689655172,"yes","no","no","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","yes","yes"
"Male",46,8,"$150,001 to $180,000",">120k","manager or administrator","NSW","married",4,"Q3",4.06666666666667,2.62962962962963,"yes","no","no","no","no","no","yes","yes","no","yes","yes","no","no","no","no","yes","no","no","no","yes"
"Male",55,7,"$60,001 to $90,000","60-90k","professional","WA","separated or divorced",4.36666666666667,"Q4",4.46666666666667,3.16666666666667,"yes","no","no","yes","yes","yes","yes","yes","no","yes","no","no","yes","yes","no","yes","no","yes","yes","yes"
"Male",36,8,"$30,001 to $60,000","30-60k","unemployed","WA","living with a partner",1,"Q1",3.8,2.11764705882353,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",60,8,"$90,001 to $120,000","90-120k","manager or administrator","NSW","married",4.33333333333333,"Q4",3.73333333333333,2.93103448275862,"yes","no","no","yes","no","no","yes","yes","no","yes","no","yes","yes","yes","no","no","no","no","yes","yes"
"Female",41,6,"$30,001 to $60,000","30-60k","home-duties","NSW","married",4,"Q3",3.4,4.54545454545455,"yes","no","no","yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no"
"Female",41,1,"$60,001 to $90,000","60-90k","home-duties","QLD","married",4.06666666666667,"Q3",4.06666666666667,3.53333333333333,"yes","yes","no","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","yes"
"Female",36,3,"$60,001 to $90,000","60-90k","Clerical or service worker","QLD","married",4.23333333333333,"Q4",3.93333333333333,3.48148148148148,"yes","no","no","no","yes","no","yes","yes","no","yes","no","no","yes","no","yes","yes","no","no","yes","no"
"Female",55,2,"Less than $30,000","<30k","retired","QLD","separated or divorced",4.6,"Q4",4.2,3.85185185185185,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","no"
"Male",21,7,"$30,001 to $60,000","30-60k","unemployed","NSW","single",3.33333333333333,"Q1",2.33333333333333,2.26086956521739,"no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","yes"
"Female",44,6,"$30,001 to $60,000","30-60k","manager or administrator","WA","single",3.8,"Q2",3.66666666666667,3.625,"yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","yes"
"Female",55,8,"$120,001 to $150,000",">120k","home-duties","NSW","married",3.3,"Q1",3.06666666666667,2.63333333333333,"yes","no","no","yes","no","no","yes","yes","no","yes","no","no","yes","no","no","no","no","no","yes","yes"
"Female",61,8,"$120,001 to $150,000",">120k","professional","VIC","married",3.63333333333333,"Q2",4.26666666666667,3.44444444444444,"yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no"
"Female",38,7,NA,NA,"Clerical or service worker","NSW","married",3.93333333333333,"Q3",4.73333333333333,3.3,"yes","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","yes"
"Female",61,7,"$60,001 to $90,000","60-90k","professional","NSW","single",4.46666666666667,"Q4",3.4,3.75,"yes","no","no","yes","no","no","no","yes","yes","no","no","no","yes","yes","no","yes","no","yes","yes","yes"
"Male",64,8,"$90,001 to $120,000","90-120k","professional","QLD","married",3.73333333333333,"Q2",2.66666666666667,2.86666666666667,"yes","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no"
"Female",59,2,"$60,001 to $90,000","60-90k",NA,"NSW","married",4.3,"Q4",3.66666666666667,3.14285714285714,"yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Female",38,1,"$60,001 to $90,000","60-90k","labourer","VIC","married",3.5,"Q2",4.4,3,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes","yes","no","no","yes","yes"
"Male",21,7,"$180,001 to $210,000",">120k","professional","NSW","single",3.8,"Q2",3.6,3.07692307692308,"yes","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",60,4,"$90,001 to $120,000","90-120k","professional","SA","married",3.5,"Q2",3.53333333333333,2.58333333333333,"yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes"
"Female",58,3,"$30,001 to $60,000","30-60k","home-duties","VIC","married",3.9,"Q3",3.6,3.25,"no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","no","no","yes","no"
"Female",74,1,"$30,001 to $60,000","30-60k","sales","NSW","married",2.66666666666667,"Q1",3.73333333333333,1.93333333333333,"yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes"
"Female",58,1,"Less than $30,000","<30k","retired","VIC","single",3.93333333333333,"Q3",4.33333333333333,2.76190476190476,"yes","yes","no","no","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","yes"
